name,UIC,knec_code,region,county,sub_county,division,zone,lat,lon
Welmur,,,,Wajir,Wajir North,,,31.740139,3.93472
WICHIR PRIMARY AND JUNIOR SCHOOL,,,,Wajir,Wajir West,,,35.999876,40.004373
BRON PRIMARY SCHOOL,,,,Wajir,sabuli,,,0.52817,0.40775474
MUQDEER PRIMARY SCHOOL,,,,Wajir,sabuli,,,39.960391,32.709698
KALEMNGOROK PRIMARY SCHOOL,,,,West Pokot,Kacheliba,,,-22.271033,-6.392997
KAPETAKINEI PRIMARY AND JSS,,,,West Pokot,Kacheliba,,,1e-06,1e-06
KOPULIO PRIMARY,,,,West Pokot,Kacheliba,,,1.26,30.07
MORONGOR PRIMARY SCHOOL,,,,West Pokot,Kacheliba,,,0.35,3.56
KALYA PRIMARY SCHOOL,,,,West Pokot,Kipkomo,,,1.668,3.5
KAPTINGWO PRIMARY SCHOOL,,,,West Pokot,Kipkomo,,,19.200856,32.995261
Kasekon primary school,,,,West Pokot,Kipkomo,,,1.21,51.5
PERTOM HOLYCROSS PRIMARY SCHOOL,,,,West Pokot,Kipkomo,,,1.665,3.5
ST. JOSHUA PLELAKAN PRIMARY SCHOOL,,,,West Pokot,Kipkomo,,,1.665,3.452
St maryGoretti Orolwo,,,,West Pokot,Kipkomo,,,16.0,38.0
psirwo primary,,,,West Pokot,Kipkomo,,,1.66,3.55
ANNIKEN PRIMARY,,,,West Pokot,Pokot Central,,,1.25,31.41
EMBORUKUT PRIMARY,,,,West Pokot,Pokot Central,,,6.870739,79.859234
Komugh primary school and junior secondary,,,,West Pokot,Pokot Central,,,10.2,34.04
MOI MASOL,,,,West Pokot,Pokot Central,,,1e-06,1e-06
Too-sostin,,,,West Pokot,Pokot Central,,,25.0,30.0
Kases primary,,,,West Pokot,Pokot North,,,26.566,35.122
MOINOI PRIMARY,,,,West Pokot,Pokot North,,,21.0,31.0
NASAL PRIMARY SCHOOL,,,,West Pokot,Pokot North,,,80.0,120.0
Tarakit comprehensive school,,,,West Pokot,Pokot North,,,35.001,35.001
GHATIAREL PRIMARY,,,,West Pokot,Pokot South,,,-85.051015,-52.421063
KAPCHIKAR PRIMARY AND JUNIOR,,,,West Pokot,Pokot South,,,1.3702,0.3545
KAWORONY PRIMARY SCHOOL,,,,West Pokot,Pokot South,,,49.217,45.31
SESIMWO PRIMARY,,,,West Pokot,Pokot South,,,43.484806,-39.140799
TORION PRIMARY,,,,West Pokot,Pokot South,,,13.125655,79.930419
AFC KAPYEMUT PRIMARY,,,,West Pokot,West Pokot,,,50.214915,-6.064736
CHEPOKACHIM PRIM,,,,West Pokot,West Pokot,,,47.901614,-22.948083
Katukumwok primary and ecde,,,,West Pokot,West Pokot,,,1.0,23.0
Kochar primary school,,,,West Pokot,West Pokot,,,27.220185,-168.801859
LETWA PRIMARY SCHOOL,,,,West Pokot,West Pokot,,,1.55,32.29
NAPAWOI PRIMARY SCHOOL,,,,West Pokot,West Pokot,,,34.0,34.0
TINDAR SCHOOL,,,,West Pokot,West Pokot,,,35.0,35.0
